Name,CountryCode,Population
Lobito,AGO,130000
LomÃ©,TGO,375000
London,GBR,7285000
London,CAN,339917
Long Beach,USA,461522
Longjing,CHN,139417
Longyan,CHN,134481
Longyearbyen,SJM,1438
Los Angeles,CHL,158215
Los Cabos,MEX,105199
Loudi,CHN,128418
Lowell,USA,105167
Luanda,AGO,2022000
Luanshya,ZMB,118100
Lubao,PHL,125699
Lubbock,USA,199564
Lucknow,IND,1619115
Ludwigshafen am Rhein,DEU,163771
Lund,SWE,98948
Luohe,CHN,126438
Luoyang,CHN,760000
Luton,GBR,183000
Luxor,EGY,360503
Luzhou,CHN,262892
LuziÃ¢nia,BRA,125597
LÃ¡zaro CÃ¡rdenas,MEX,170878
Maastricht,NLD,122087
Mabalacat,PHL,171045
Macao,MAC,437500
MacapÃ¡,BRA,256033
MacaÃ©,BRA,125597
Machakos,KEN,116293
Machala,ECU,210368
Machilipatnam (Masulipatam),IND,159110
Macon,USA,113336
Macuspana,MEX,133795
Madison,USA,208054
Madrid,ESP,2879052
Maebashi,JPN,284473
Magelang,IDN,123800
MagÃ©,BRA,196147
Mahbubnagar,IND,116833
Maidstone,GBR,90878
Maizuru,JPN,94784
Majalaya,IDN,93200
Makati,PHL,444867
Makurdi,NGA,123100
Malabo,GNQ,40000
Malabon,PHL,338855
Malang,IDN,716862
Malasiqui,PHL,113190
Malatya,TUR,330312
Malaybalay,PHL,123672
Malayer,IRN,144373
Malita,PHL,100000
Mallawi,EGY,119283
Malungon,PHL,93232
Malvinas Argentinas,ARG,290335
Managua,NIC,959000
Manaus,BRA,1255049
Manchester,GBR,430000
Mandaluyong,PHL,278474
Mandasor,IND,95758
Mandaue,PHL,259728
Mandya,IND,120265
Mango,IND,110024
Manta,ECU,164739
Manzhouli,CHN,120023
Maoming,CHN,178683
Mar del Plata,ARG,512880
MarabÃ¡,BRA,167795
MaracanaÃº,BRA,162022
Maragheh,IRN,132318
Marawi,PHL,131090
Marbella,ESP,101144
Maribor,SVN,115532
Marikina,PHL,391170
MaringÃ¡,BRA,286461
Markham,CAN,189098
Maroua,CMR,143000
Marseille,FRA,798430
MartÃ­nez de la Torre,MEX,118815
Marv Dasht,IRN,103579
MarÃ­lia,BRA,188691
Masaya,NIC,88971
Mashhad,IRN,1887405
Masqat,OMN,51969
Matadi,COD,172730
Mataram,IDN,306600
MatarÃ³,ESP,104095
Mathura,IND,226691
Matola,MOZ,424662
Matsubara,JPN,135010
Matsumoto,JPN,206801
Matsusaka,JPN,123582
Matsuyama,JPN,466133
Maunath Bhanjan,IND,136697
MauÃ¡,BRA,375055
Maxixe,MOZ,93985
MayagÃ¼ez,PRI,98434
Mazar-e-Sharif,AFG,127800
Mbuji-Mayi,COD,806475
Mdantsane,ZAF,182639
Medan,IDN,1843919
MedellÃ­n,COL,1861265
Meerut,IND,753778
Meerut Cantonment,IND,94876
Meihekou,CHN,209038
Meixian,CHN,132156
Mekele,ETH,96938
Mekka,SAU,965700
Melbourne,AUS,2865329
Melipilla,CHL,91056
Mendoza,ARG,123027
Mersin (IÃ§el),TUR,587212
Meru,KEN,94947
Messina,ITA,259156
Metairie,USA,149428
Metepec,MEX,194265
Mianyang,CHN,262947
Miaoli,TWN,90000
Midnapore (Medinipur),IND,125498
Midsayap,PHL,105760
Milagro,ECU,124177
Milano,ITA,1300977
Mingora,PAK,174500
MingÃ¤Ã§evir,AZE,93900
Minoo,JPN,127026
Miraj,IND,125407
Miryang,KOR,121501
Mirzapur-cum-Vindhyachal,IND,169336
Mishan,CHN,132744
Mishima,JPN,109699
Misrata,LBY,121669
Mit Ghamr,EGY,101801
Mito,JPN,246559
Miyakonojo,JPN,133183
Mobara,JPN,91664
Modena,ITA,176022
Modinagar,IND,101660
Moers,DEU,106837
Moga,IND,108304
Moji das Cruzes,BRA,339194
Moji-GuaÃ§u,BRA,123782
Mojokerto,IDN,96626
Monaco-Ville,MCO,1234
Monrovia,LBR,850000
Mons,BEL,90935
MonterÃ­a,COL,248245
MontrÃ©al,CAN,1016376
Monza,ITA,119516
Morena,IND,147124
Moriguchi,JPN,155941
Morioka,JPN,287353
Morogoro,TZA,117800
Morvi,IND,90357
MossorÃ³,BRA,214901
Mostaganem,DZA,115212
Mosul,IRQ,879000
Mount Darwin,ZWE,164362
Mumbai (Bombay),IND,10500000
Munich [MÃ¼nchen],DEU,1194560
Murwara (Katni),IND,163431
Musashino,JPN,134426
Muzaffargarh,PAK,121600
Muzaffarnagar,IND,240609
Mwene-Ditu,COD,137459
Myingyan,MMR,103600
Mykolajiv,UKR,508000
Mymensingh,BGD,188713
MytiÅ¡tÅ¡i,RUS,155700
MÃ¡laga,ESP,530553
MÃ¼lheim an der Ruhr,DEU,173895
MÃ¼nster,DEU,264670
Nablus,PSE,100231
Nadiad,IND,167051
Naga,PHL,137810
Nagano,JPN,361391
Nagaoka,JPN,192407
Nagar Coil,IND,190084
Nagoya,JPN,2154376
Naha,JPN,299851
Nairobi,KEN,2290000
Najafabad,IRN,178498
Najran,SAU,91000
Nakhon Ratchasima,THA,181400
Nakuru,KEN,163927
Namangan,UZB,370500
Namibe,AGO,118200
Nampo,PRK,566200
Namur,BEL,105419
Namwon,KOR,103544
Namyangju,KOR,229060
Nanchang,CHN,1691600
Nanchong,CHN,180273
Nanded (Nander),IND,275083
Nanking [Nanjing],CHN,2870300
Nanning,CHN,1161800
Nantes,FRA,270251
Naogaon,BGD,101266
Naperville,USA,128358
Nara,JPN,362812
Narayanganj,BGD,202134
Nashik (Nasik),IND,656925
Nassau,BHS,172000
Nasugbu,PHL,96113
Navadwip,IND,125037
Navolato,MEX,145396
Navotas,PHL,230403
Navsari,IND,126089
Nawabganj,BGD,130577
Nazret,ETH,127842
Neijiang,CHN,256012
Neiva,COL,300052
Nellore,IND,316606
Nepean,CAN,115100
Netanya,ISR,154900
NeuquÃ©n,ARG,167296
New Bombay,IND,307297
Newcastle,AUS,270324
Newport,GBR,139000
Neyveli,IND,118080
Nigel,ZAF,96734
Niigata,JPN,497464
Niiza,JPN,147744
Nijmegen,NLD,152463
NilÃ³polis,BRA,153383
Ningbo,CHN,1371200
Nishinomiya,JPN,397618
Nishio,JPN,100032
NiterÃ³i,BRA,459884
Nizamabad,IND,241034
Niznevartovsk,RUS,233900
NiÅ¡,YUG,175391
Noda,JPN,121030
Noida,IND,146514
North Barrackpur,IND,100513
North Dum Dum,IND,149965
North Shore,NZL,187700
North York,CAN,622632
Norwalk,USA,103298
Norwich,GBR,124000
Nottingham,GBR,287000
NoumÃ©a,NCL,76293
NouÃ¢dhibou,MRT,97600
Nova Friburgo,BRA,170697
Nova IguaÃ§u,BRA,862225
Novi Sad,YUG,179626
Novo Hamburgo,BRA,239940
Novomoskovsk,RUS,138100
Novopolotsk,BLR,106000
NovotÅ¡erkassk,RUS,184400
Numazu,JPN,211382
Nuuk,GRL,13445
Nyeri,KEN,91258
Oakland,USA,399484
Oakville,CAN,139192
Oaxaca de JuÃ¡rez,MEX,256848
Oberhausen,DEU,222349
Obihiro,JPN,173685
Ocumare del Tuy,VEN,97168
Odesa,UKR,1011000
Odessa,USA,89293
Offenbach am Main,DEU,116627
Ogaki,JPN,151758
Oita,JPN,433401
Okayama,JPN,624269
Okinawa,JPN,117748
Oldbury/Smethwick (Warley),GBR,145542
Olinda,BRA,354732
Olmalik,UZB,114900
Olomouc,CZE,102702
Olongapo,PHL,194260
Omdurman,SDN,1271403
Omuta,JPN,142889
Ongole,IND,100836
Onitsha,NGA,371900
Onomichi,JPN,93756
Opole,POL,129553
Oradea,ROM,222239
Orai,IND,98640
Oral,KAZ,195500
Oran,DZA,609823
Oruro,BOL,223553
Osaka,JPN,2595674
Osasco,BRA,659604
Osh,KGZ,222700
Osijek,HRV,104761
Oslo,NOR,508726
Osorno,CHL,141468
Ota,JPN,145317
Otaru,JPN,155784
OthÃ³n P. Blanco (Chetumal),MEX,208014
Ottawa,CAN,335277
Oujda,MAR,365382
Oulu,FIN,120753
Ourense (Orense),ESP,109120
Ourinhos,BRA,96291
Ovalle,CHL,94854
Oviedo,ESP,200453
Oxford,GBR,144000
Oyama,JPN,152820
Ozamis,PHL,110420
Paarl,ZAF,105768
Pabna,BGD,103277
Padang,IDN,534474
Padang Sidempuan,IDN,91200
Padova,ITA,211391
Palayankottai,IND,97662
Palembang,IDN,1222764
Palermo,ITA,683794
Palghat (Palakkad),IND,123289
Pallavaram,IND,111866
Palma de Mallorca,ESP,326993
Palmas,BRA,121919
Pamplona [IruÃ±a],ESP,180483
Panabo,PHL,133950
Pangkal Pinang,IDN,124000
Panihati,IND,275990
Panipat,IND,215218
Panjin,CHN,362773
Panzhihua,CHN,415466
Parakou,BEN,103577
ParanaguÃ¡,BRA,126076
ParanÃ¡,ARG,207041
ParaÃ±aque,PHL,449811
Parbhani,IND,190255
Parma,ITA,168717
Parnamirim,BRA,96210
ParnaÃ­ba,BRA,129756
Pasay,PHL,354908
Pasig,PHL,505058
Passos,BRA,98570
Pasto,COL,332396
Pasuruan,IDN,134019
Patan,IND,96109
Patiala,IND,238368
Patna,IND,917243
Patos,BRA,90519
Patos de Minas,BRA,119262
Paulista,BRA,248473
Pavlodar,KAZ,300500
Pegu (Bago),MMR,190900
Pekalongan,IDN,301504
Pekan Baru,IDN,438638
Peking,CHN,7472000
Pemalang,IDN,103500
Pematang Siantar,IDN,203056
Percut Sei Tuan,IDN,129000
Pereira,COL,381725
Peristerion,GRC,137288
Perth,AUS,1096829
Pesaro,ITA,88987
Pescara,ITA,115698
Petah Tiqwa,ISR,159400
Petropavl,KAZ,203500
PetrÃ³polis,BRA,279183
Phnom Penh,KHM,570155
Phoenix,USA,1321045
Phyongsong,PRK,272934
Piacenza,ITA,98384
Piatra Neamt,ROM,125070
Pietermaritzburg,ZAF,370190
Pilar,ARG,113428
Pilibhit,IND,106605
Pinar del RÃ­o,CUB,142100
Pindamonhangaba,BRA,121904
Pinetown,ZAF,378810
Pingchen,TWN,188344
Pingdingshan,CHN,410775
Pingdu,CHN,150123
Pingliang,CHN,99265
Pingxiang,CHN,425579
Pingyi,CHN,89373
Pinhais,BRA,98198
Piracicaba,BRA,319104
Pisa,ITA,92379
Piura,PER,325000
Plovdiv,BGR,342584
Podgorica,YUG,135000
Pointe-Noire,COG,500000
Pondicherry,IND,203065
Pondok Aren,IDN,92700
Pondokgede,IDN,263200
Ponta Grossa,BRA,268013
Pontianak,IDN,409632
Poole,GBR,141000
PopayÃ¡n,COL,200719
Porbandar,IND,116671
Port Elizabeth,ZAF,752319
Port Harcourt,NGA,410000
Port Moresby,PNG,247000
Port Sudan,SDN,308195
Port-au-Prince,HTI,884472
Port-of-Spain,TTO,43396
Portmore,JAM,99799
Porto Alegre,BRA,1314032
Porto Velho,BRA,309750
Porto-Novo,BEN,194000
Portsmouth,GBR,190000
Posadas,ARG,201273
Potchefstroom,ZAF,101817
Potsdam,DEU,128983
Pouso Alegre,BRA,100028
PoÃ§os de Caldas,BRA,129683
Praha,CZE,1181126
Praia,CPV,94800
Pretoria,ZAF,658630
Prizren,YUG,92303
Probolinggo,IDN,120770
Pueblo,USA,102121
Puente Alto,CHL,386236
Puerto Montt,CHL,152194
Puerto Princesa,PHL,161912
Puerto Vallarta,MEX,183741
Pune,IND,1566651
Puno,PER,101578
Punta Arenas,CHL,125631
Puqi,CHN,117264
Puri,IND,125199
Purnea (Purnia),IND,114912
Purulia,IND,92574
Purwakarta,IDN,95900
Pusan,KOR,3804522
Putian,CHN,91030
Puyang,CHN,175988
Pyongyang,PRK,2484000
PÃ¡nuco,MEX,90551
Qaemshahr,IRN,143286
Qandahar,AFG,237500
Qarchak,IRN,142690
Qashqar,CHN,174570
Qazvin,IRN,291117
Qianjiang,CHN,205504
Qidong,CHN,126872
Qina,EGY,171275
Qingyuan,CHN,164641
Qinhuangdao,CHN,364972
Qiqihar,CHN,1070000
Qitaihe,CHN,214957
Qom,IRN,777677
Qomsheh,IRN,89800
Qostanay,KAZ,221400
Quanzhou,CHN,185154
Queimados,BRA,115020
Quetzaltenango,GTM,90801
Quevedo,ECU,129631
Quezon,PHL,2173831
Quilmes,ARG,559249
Qutubullapur,IND,105380
Quzhou,CHN,112373
QuÃ©bec,CAN,167264
Qyzylorda,KAZ,157400
Rae Bareli,IND,129904
Rafsanjan,IRN,98300
Rahim Yar Khan,PAK,228479
Raiganj,IND,151045
Raigarh,IND,89166
Raipur,IND,438639
Raj Nandgaon,IND,125371
Rajahmundry,IND,324851
Rajapalaiyam,IND,114202
Raleigh,USA,276093
Ramagundam,IND,214384
Ramat Gan,ISR,126900
Rampur,IND,243742
Ranchi,IND,599306
Randburg,ZAF,341288
Randfontein,ZAF,120838
Rangpur,BGD,191398
Rasht,IRN,417748
Raurkela Civil Township,IND,140408
Ravenna,ITA,138418
Rawalpindi,PAK,1406214
Reading,GBR,148000
Reggio di Calabria,ITA,179617
Reggio nellÂ´ Emilia,ITA,143664
Rehovot,ISR,90300
Renqiu,CHN,114256
Resistencia,ARG,229212
Rewa,IND,128981
ReykjavÃ­k,ISL,109184
Reynosa,MEX,419776
RibeirÃ£o Pires,BRA,108121
RibeirÃ£o das Neves,BRA,232685
Richmond,CAN,148867
Richmond Hill,CAN,116428
Rimini,ITA,131062
Rio Verde,BRA,107755
Rio de Janeiro,BRA,5598953
Rishon Le Ziyyon,ISR,188200
Rishra,IND,102649
Rizhao,CHN,185048
Road Town,VGB,8000
Roanoke,USA,93357
Rochdale,GBR,94313
Roma,ITA,2643581
RondonÃ³polis,BRA,155115
Roodepoort,ZAF,279340
Rosario,ARG,907718
Roseau,DMA,16243
Rotherham,GBR,121380
Roubaix,FRA,96984
Roxas,PHL,126352
Ruda Slaska,POL,159665
Rudnyy,KAZ,109500
RuiÂ´an,CHN,156468
Ruse,BGR,166467
Rustavi,GEO,155400
RÃ­o Cuarto,ARG,134355
RÃ­obamba,ECU,123163
Saanich,CAN,101388
SaarbrÃ¼cken,DEU,183836
Sabadell,ESP,184859
Saga,JPN,170034
Sagamihara,JPN,586300
Sagar,IND,195346
Saharanpur,IND,374945
Saidpur,BGD,96777
Saint Catharines,CAN,136216
Saint George,BMU,1800
Saint JohnÂ´s,ATG,24000
Saint-Denis,REU,131480
Saint-Louis,SEN,132400
Sakai,JPN,797735
Sakarya (Adapazari),TUR,190641
Sakata,JPN,101651
Sakura,JPN,168072
Salala,OMN,131813
Salamanca,MEX,226864
Salatiga,IDN,103000
Salem,USA,136924
Salem,IND,366712
Salt Lake City,USA,181743
Salta,ARG,367550
Salvador,BRA,2302832
Salvatierra,MEX,94322
Salzburg,AUT,144247
Samarinda,IDN,399175
Sambalpur,IND,131138
Sambhal,IND,150869
San AndrÃ©s Tuxtla,MEX,142251
San Bernardo,CHL,241910
San Carlos,PHL,154264
San Felipe,MEX,95305
San Felipe de Puerto Plata,DOM,89423
San Fernando,PHL,221857
San Fernando,ARG,153036
San Fernando del Valle de Cata,ARG,134935
San Francisco,USA,776733
San Francisco del RincÃ³n,MEX,100149
San Isidro,ARG,306341
San Jose,PHL,108254
San Juan,PRI,434374
San Marino,SMR,2294
San Mateo,PHL,135603
San Miguel,SLV,127696
San Miguel,ARG,248700
San Miguel de TucumÃ¡n,ARG,470809
San NicolÃ¡s de los Arroyos,ARG,119302
San Pablo,PHL,207927
San Pedro,PHL,231403
San Pedro Garza GarcÃ­a,MEX,126147
San Pedro de MacorÃ­s,DOM,124735
San Pedro de la Paz,CHL,91684
San Rafael,ARG,94651
San Salvador,SLV,415346
San Salvador de Jujuy,ARG,178748
Sanaa,YEM,503600
Sanda,JPN,105643
Sanmenxia,CHN,120523
Santa Ana,SLV,139389
Santa BÃ¡rbara dÂ´Oeste,BRA,171657
Santa Coloma de Gramenet,ESP,120802
Santa Cruz,PHL,92694
Santa Cruz de Tenerife,ESP,213050
Santa Cruz de la Sierra,BOL,935361
Santa Cruz do Sul,BRA,106734
Santa FÃ©,ARG,353063
Santa Luzia,BRA,164704
Santa Maria,PHL,144282
Santa Marta,COL,359147
Santa Rita,BRA,113135
Santa Rosa,PHL,185633
Santana do Livramento,BRA,91779
SantarÃ©m,BRA,241771
Santiago,PHL,110531
Santiago de Chile,CHL,4703954
Santiago de los Caballeros,DOM,365463
Santipur,IND,109956
Santo Domingo de los Colorados,ECU,202111
Santos,BRA,408748
Sanya,CHN,102820
Sapucaia do Sul,BRA,120217
Saqqez,IRN,115394
Sarajevo,BIH,360000
Saratov,RUS,874000
Sargodha,PAK,455360
Sari,IRN,195882
Sariaya,PHL,114568
Sariwon,PRK,254146
Sasaram,IND,98220
Sasebo,JPN,244240
Saskatoon,CAN,193647
Sassari,ITA,120803
Satara,IND,95133
Savannakhet,LAO,96652
Saveh,IRN,111245
Sayama,JPN,162472
Scarborough,CAN,594501
Secunderabad,IND,167461
Sekondi-Takoradi,GHA,103653
Semarang,IDN,1104405
Semey,KAZ,269600
Semnan,IRN,91045
Seoul,KOR,9981619
Serampore,IND,137028
Serang,IDN,122400
Serekunda,GMB,102600
SertÃ£ozinho,BRA,98140
Sete Lagoas,BRA,182984
Seto,JPN,130470
Sevilla,ESP,701927
Sfax,TUN,257800
Shahrud,IRN,104765
Shaki,NGA,174500
Shambajinagar (Aurangabad),IND,573272
Shanghai,CHN,9696300
Shangzi,CHN,215373
Shantou,CHN,580000
Shanwei,CHN,107847
Shaoguan,CHN,350043
Shaowu,CHN,90286
Shaoyang,CHN,247227
Shashi,CHN,281352
Shenzhen,CHN,950500
Shibin al-Kawm,EGY,159909
Shihezi,CHN,299676
Shikarpur,PAK,133300
Shillong,IND,131719
Shimizu,JPN,239123
Shimoga,IND,179258
Shimonoseki,JPN,257263
Shiraz,IRN,1053025
Shishou,CHN,104571
Shivapuri,IND,108277
Shuangyashan,CHN,386081
Shubra al-Khayma,EGY,870716
Shulin,TWN,151260
Shymkent,KAZ,360100
Sikar,IND,148272
Silang,PHL,156137
Silay,PHL,107722
Siliguri (Shiliguri),IND,216950
Simferopol,UKR,339000
Sinuiju,PRK,326011
Siping,CHN,317223
Sirajganj,BGD,99669
Sirjan,IRN,135024
Sitapur,IND,121842
Sittwe (Akyab),MMR,137600
Sivas,TUR,246642
Skikda,DZA,128747
Sliven,BGR,105530
Slovjansk,UKR,127000
Slupsk,POL,102370
Smolensk,RUS,353400
Sobral,BRA,146005
Sofija,BGR,1122302
Sogamoso,COL,107728
Soka,JPN,222768
Sokoto,NGA,204900
Solapur (Sholapur),IND,604215
Soledad de Graciano SÃ¡nchez,MEX,179956
Songnam,KOR,869094
Sorocaba,BRA,466823
Sorsogon,PHL,92512
Soshanguve,ZAF,242727
Sousse,TUN,145900
South Bend,USA,107789
South Dum Dum,IND,232811
South Hill,AIA,961
Southampton,GBR,216000
Soyapango,SLV,129800
Spokane,USA,195629
Springfield,USA,152082
Springs,ZAF,162072
St Petersburg,RUS,4694000
Stanley,FLK,1636
Stara Zagora,BGR,147939
Stockport,GBR,132813
Stoke-on-Trent,GBR,252000
Sucre,BOL,178426
Sudbury,CAN,92686
Suez,EGY,417610
Suihua,CHN,227881
Suizhou,CHN,142302
Sukabumi,IDN,125766
Sukkur,PAK,329176
Sultan Kudarat,PHL,94861
SumarÃ©,BRA,186205
Sunderland,GBR,183310
Sunrise Manor,USA,95362
Suqian,CHN,105021
Surabaya,IDN,2663820
Surendranagar,IND,105973
Surgut,RUS,274900
Surigao,PHL,118534
Surrey,CAN,304477
Sutton Coldfield,GBR,106001
Suva,FJI,77366
Suzano,BRA,195434
Suzhou,CHN,151862
Suzuka,JPN,184061
Swansea,GBR,230000
Swindon,GBR,180000
Sydney,AUS,3276207
Szeged,HUN,158158
SÃ£o Bernardo do Campo,BRA,723132
SÃ£o Caetano do Sul,BRA,133321
SÃ£o Carlos,BRA,187122
SÃ£o JosÃ© do Rio Preto,BRA,351944
SÃ£o JoÃ£o de Meriti,BRA,440052
SÃ£o LuÃ­s,BRA,837588
SÃ£o Vicente,BRA,286848
SÃ©tif,DZA,179055
Tabaco,PHL,107166
TaboÃ£o da Serra,BRA,197550
Tabriz,IRN,1191043
Tachikawa,JPN,159430
Tacloban,PHL,178639
Taejon,KOR,1425835
Tafuna,ASM,5200
Taguig,PHL,467375
Tagum,PHL,179531
Tainan,TWN,728060
Taiyuan,CHN,1968400
Taizhou,CHN,152442
Taizz,YEM,317600
Tajimi,JPN,103171
Takamatsu,JPN,332471
Takaoka,JPN,174380
Takasago,JPN,97632
Takasaki,JPN,239124
Takatsuki,JPN,361747
Talavera,PHL,97329
Talca,CHL,187557
Talcahuano,CHL,277752
Talkha,EGY,97700
Tallinn,EST,403981
Tama,JPN,146712
Tamale,GHA,151069
Tampere,FIN,195468
Tampico,MEX,294789
Tanauan,PHL,117539
Tando Adam,PAK,103400
Tangail,BGD,106004
Tanger,MAR,521735
Tanjung Pinang,IDN,89900
Tanza,PHL,110517
Taonan,CHN,150168
Taranto,ITA,208214
Taraz,KAZ,330100
Tarija,BOL,125255
Tarragona,ESP,113016
Tasikmalaya,IDN,179800
TatuÃ­,BRA,93897
TaubatÃ©,BRA,229130
Taytay,PHL,198183
Tbilisi,GEO,1235200
TecÃ¡mac,MEX,172410
Tegucigalpa,HND,813900
Teheran,IRN,6758845
Teixeira de Freitas,BRA,108441
Tel Aviv-Jaffa,ISR,348100
Temapache,MEX,102824
Temuco,CHL,233041
Tenali,IND,143726
Teresina,BRA,691942
TeresÃ³polis,BRA,128079
Ternopil,UKR,236000
Terrassa,ESP,168695
Tete,MOZ,101984
Thiruvananthapuram (Trivandrum,IND,524006
ThiÃ¨s,SEN,248000
Thunder Bay,CAN,115913
Tianmen,CHN,186332
Tianshui,CHN,244974
Tiaret,DZA,100118
Tiefa,CHN,131807
Tieli,CHN,265683
Timkur,IND,138903
Tirupati,IND,174369
Tiruppur (Tirupper),IND,235661
Tiruvannamalai,IND,109196
Titagarh,IND,114085
Tlaquepaque,MEX,475472
Toda,JPN,103969
Tokai,JPN,99738
Tokorozawa,JPN,325809
Tokushima,JPN,269649
Toledo,BRA,99387
Toluca,MEX,665617
TonalÃ¡,MEX,336109
Tondabayashi,JPN,125094
Tong-yong,KOR,131717
Tongchuan,CHN,280657
Tongliao,CHN,255129
Torbat-e Heydariyeh,IRN,94600
Torino,ITA,903705
Torre del Greco,ITA,94505
TorrejÃ³n de Ardoz,ESP,92262
Tottori,JPN,147523
Townsville,AUS,109914
Toyama,JPN,325790
Toyohashi,JPN,360066
Toyonaka,JPN,396689
Toyota,JPN,346090
Trento,ITA,104906
Tres de Febrero,ARG,352311
Trieste,ITA,216459
Tsaotun,TWN,96800
Tshikapa,COD,180860
Tsu,JPN,164543
Tsukuba,JPN,160768
Tsuruoka,JPN,100713
Tsuyama,JPN,91170
Tucheng,TWN,224897
Tuguegarao,PHL,120645
Tulcea,ROM,96278
Tumen,CHN,91471
Tungi,BGD,168702
Tunja,COL,109740
Tuticorin,IND,199854
Tychy,POL,133178
TÃ¢rgoviste,ROM,98980
TÃ©bessa,DZA,112007
TÃ³rshavn,FRO,14542
TÅ¡erepovets,RUS,324400
TÅ¡erkasy,UKR,309000
TÅ¡ernivtsi,UKR,259000
Ube,JPN,175206
Uberaba,BRA,249225
UberlÃ¢ndia,BRA,487222
Ubon Ratchathani,THA,116300
Ueda,JPN,124217
Ufa,RUS,1091200
Ujjain,IND,362266
Ujung Pandang,IDN,1060257
Ulanhot,CHN,159538
Uluberia,IND,155172
Umlazi,ZAF,339233
Unnao,IND,107425
Urasoe,JPN,96002
Urawa,JPN,469675
Urayasu,JPN,127550
Uruguaiana,BRA,126305
Ust-Ilimsk,RUS,105200
Utrecht,NLD,234323
Utsunomiya,JPN,440353
Uvira,COD,115590
Vacoas-Phoenix,MUS,98464
Vadodara (Baroda),IND,1031346
Valdivia,CHL,133106
Valencia,ESP,739412
Valencia,PHL,147924
Valenzuela,PHL,485433
Valladolid,ESP,319998
Valledupar,COL,263247
Valparai,IND,106523
ValparaÃ­so,CHL,293800
Vanadzor,ARM,172700
Vancouver,CAN,514008
Vanderbijlpark,ZAF,468931
Varamin,IRN,107233
Varanasi (Benares),IND,929270
Varginha,BRA,108314
Varna,BGR,299801
Vaughan,CAN,147889
Velikije Luki,RUS,116300
Vellore,IND,175061
Venezia,ITA,277305
Vereeniging,ZAF,328535
ViamÃ£o,BRA,207557
Vicente LÃ³pez,ARG,288341
Vicenza,ITA,109738
Victoria,SYC,41000
Victoria de las Tunas,CUB,132350
Vidisha,IND,92917
Vigo,ESP,283670
Vihari,PAK,92300
Vila Velha,BRA,318758
Villa Nueva,GTM,101295
Villavicencio,COL,273140
Villeurbanne,FRA,124215
Vilnius,LTU,577969
Vinnytsja,UKR,391000
Viransehir,TUR,106400
Visalia,USA,91762
Vishakhapatnam,IND,752037
VitÃ³ria,BRA,270626
VitÃ³ria de Santo AntÃ£o,BRA,113595
Vladivostok,RUS,606200
Votorantim,BRA,91777
VÃ¡rzea Grande,BRA,214435
Wad Madani,SDN,211362
Wadi al-Sir,JOR,89104
Wafangdian,CHN,251733
Walsall,GBR,174739
Warangal,IND,447657
Wardha,IND,102985
Warri,NGA,126100
Watford,GBR,113080
Weihai,CHN,128888
Welkom,ZAF,203296
Weno,FSM,22000
West Island,CCK,167
Wien,AUT,1608144
Willemstad,ANT,2345
Winnipeg,CAN,618477
Witbank,ZAF,167183
Witten,DEU,103384
Woking/Byfleet,GBR,92000
Wolverhampton,GBR,242000
Wonderboom,ZAF,283289
Wonju,KOR,237460
Worcester,GBR,95000
Worthing,GBR,100000
Wuhan,CHN,4344600
Wuhu,CHN,425740
Wuppertal,DEU,368993
Wuwei,CHN,133101
Wuxi,CHN,830000
Wuzhou,CHN,210452
Xalapa,MEX,390058
Xiangtan,CHN,441968
Xianning,CHN,136811
Xiantao,CHN,222884
Xianyang,CHN,352125
Xiaogan,CHN,166280
Xiaoshan,CHN,162930
Xichang,CHN,134419
Xilin Hot,CHN,90646
Xingcheng,CHN,102384
Xining,CHN,700200
Xinxiang,CHN,473762
Xinyang,CHN,192509
Xinyu,CHN,173524
Xinzhou,CHN,98667
XiÂ´an,CHN,2761400
Xuchang,CHN,208815
Xuzhou,CHN,810000
Yaizu,JPN,117258
Yakeshi,CHN,377869
Yamagata,JPN,255617
Yamaguchi,JPN,138210
Yamato,JPN,208234
Yamoussoukro,CIV,130000
Yamuna Nagar,IND,144346
Yancheng,CHN,296831
Yangjiang,CHN,215196
Yangor,NRU,4050
Yangquan,CHN,362268
Yangsan,KOR,163351
Yangzhou,CHN,312892
Yanji,CHN,230892
Yantai,CHN,452127
YanÂ´an,CHN,113277
Yao,JPN,276421
YaoundÃ©,CMR,1372800
Yatsushiro,JPN,107661
YaÂ´an,CHN,95900
Yeotmal (Yavatmal),IND,108578
Yerevan,ARM,1248700
Yibin,CHN,241019
Yichang,CHN,371601
Yichun,CHN,800000
Yinchuan,CHN,544500
Yixing,CHN,200824
Yizheng,CHN,109268
Yokkaichi,JPN,288173
Yokosuka,JPN,430200
Yonago,JPN,136461
Yonezawa,JPN,95592
Yongchon,KOR,113511
YongÂ´an,CHN,111762
York,GBR,104425
Yosu,KOR,183596
Yueyang,CHN,302800
Yulin,CHN,144467
Yumen,CHN,109234
Yuncheng,CHN,108359
Yuyao,CHN,114065
Yuzhou,CHN,92889
Zaanstad,NLD,135621
Zabol,IRN,100887
Zabrze,POL,200177
Zagazig,EGY,267351
Zahedan,IRN,419518
Zama,JPN,122046
Zamboanga,PHL,601794
Zamora,MEX,161191
Zanjan,IRN,286295
Zanzibar,TZA,157634
Zaoyang,CHN,162198
Zapopan,MEX,1002239
Zenica,BIH,96027
Zhangjiagang,CHN,97994
Zhangjiakou,CHN,530000
Zhangjiang,CHN,400997
Zhangzhou,CHN,181424
